_id,mese,anno,codice_ente,descrizione_ente,provincia_sede,regione_sede,attivazioni,cessazioni,RATA,aggregation_time,qualifica,note,fonte_dato,3descrizione
,7,2022,12,MINISTERO DELL'INTERNO,MT,16,0,1,202307,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO
,7,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,VC,1,3,0,202407,2025/06/18,,,,MINISTERO DELL'ECONOMIA E FINANZE
,11,2024,9,MINISTERO DELLA GIUSTIZIA,,3,11,5,202411,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELLA GIUSTIZIA
,4,2024,,MINISTERO DELLA GIUSTIZIA,CA,19,3,7,202404,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA GIUSTIZIA
,2,2023,15,AVVOCATURA GENERALE DELLO STATO,AQ,12,0,1,202302,2025-06-18T16:15:20.148346,Funzionario,,,AVVOCATURA GENERALE DELLO STATO
,10,2023,9,MINISTERO DELLA GIUSTIZIA,SI,8,4,2,202310,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA GIUSTIZIA
,2,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,VE,4,18,18,202302,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,1,2023,12,MINISTERO DELL'INTERNO,TA,15,0,2,202301,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO
,3,2024,8017,AGENZIA DEL DEMANIO,BO,7,0,1,202403,2025-06-18T16:15:20.148346,,,,AGENZIA DEL DEMANIO
,1,2024,,MINISTERO DELL'INTERNO,PV,3,1,1,202401,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO
,3,2023,22,AGENZIA DELLE ENTRATE,TS,5,0,1,202303,2025-06-18T16:15:20.148346,Funzionario,,,AGENZIA DELLE ENTRATE
,4,2024,18,CORTE DEI CONTI,BO,7,0,1,202404,2025-06-18T16:15:20.148346,,,,CORTE DEI CONTI
,9,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,SV,6,2,0,202409,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ECONOMIA E FINANZE
,10,2024,,MINISTERO DELLA DIFESA,CE,14,,1,202410,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELLA DIFESA
,11,2024,9,MINISTERO DELLA GIUSTIZIA,AG,18,2,2,202411,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA GIUSTIZIA
,4,2023,9,MINISTERO DELLA GIUSTIZIA,PO,8,1,2,202304,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA GIUSTIZIA
,5,2024,9,MINISTERO DELLA GIUSTIZIA,BS,3,0,4,202405,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA GIUSTIZIA
,4,2024,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,GE,6,0,2,202404,2025-06-18T16:15:20.148346,,,,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY
,3,2023,12,MINISTERO DELL'INTERNO,RO,4,2,2,202303,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO
,4,2024,9,MINISTERO DELLA GIUSTIZIA,SA,14,1,11,202404,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA GIUSTIZIA
,8,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,GE,6,81,3708,202308,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,7,2024,21,AGENZIA DELLE DOGANE,VA,3,0,1,202407,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA DELLE DOGANE
,5,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,,1,0,3,,18.06.2025,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,5,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,NO,1,0,1,202305,2025-06-18T16:15:20.148346,Dirigente,,,ISPETTORATO NAZIONALE DEL LAVORO
,11,2024,19,MINISTERO UNIVERSITA' E RICERCA,VC,1,44,11,202411,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,4,2023,22,AGENZIA DELLE ENTRATE,TR,9,0,1,,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE ENTRATE
,6,2024,25,ARCHIVI NOTARILI,ME,,1,0,202406,2025-06-18T16:15:20.148346,,,,ARCHIVI NOTARILI
,1,2024,25,ARCHIVI NOTARILI,RE,7,0,1,202401,2025-06-18T16:15:20.148346,Impiegato,,,ARCHIVI NOTARILI
,1,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,Mt,16,0,1,202401,GIU 18 2025,Impiegato,,,MINISTERO DELL'ECONOMIA E FINANZE
,12,2023,3,MINISTERO DELLA DIFESA,CH,12,4,2,202312,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA DIFESA
,5,2024,12,MINISTERO DELL'INTERNO,VR,4,1,3,202405,18/06/2025,,Fonte secondaria,,MINISTERO DELL'INTERNO
,7,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,GO,5,0,1278,202306,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,9,2024,19,,fr,11,1031,20,202409,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,9,2024,19,MINISTERO UNIVERSITA' E RICERCA,LT,11,2503,32,202409,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,10,2024,19,MINISTERO UNIVERSITA' E RICERCA,MS,8,66,31,202410,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,5,2024,974,AGENZIA INDUSTRIE DIFESA AID,PG,9,0,3,202405,2025-06-18T16:15:20.148346,Operatore,,Sistema legacy,AGENZIA INDUSTRIE DIFESA AID
,5,2024,9,MINISTERO DELLA GIUSTIZIA,RC,17,0,9,202405,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA GIUSTIZIA
,4,2024,971,ARPAL PUGLIA,FG,15,0,2,202404,2025-06-18T16:15:20.148346,Impiegato,,,ARPAL PUGLIA
,12,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,unknown,8,0,4,202412,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,2,2024,15,AVVOCATURA GENERALE DELLO STATO,VE,4,0,1,202402,GIU 18 2025,Operatore,,,AVVOCATURA GENERALE DELLO STATO
,6,2022,12,MINISTERO DELL'INTERNO,NU,19,0,1,202306,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO
,,2024,22,AGENZIA DELLE ENTRATE,CT,18,6,0,202402,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA DELLE ENTRATE
,5,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,SS,19,1,2,202305,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,1,2023,19,MINISTERO UNIVERSITA' E RICERCA,pg,9,43,8,202301,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,10,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,AN,10,0,8,202310,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,12,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,LT,11,1,2,202412,GIU 18 2025,,,,MINISTERO DELL'ECONOMIA E FINANZE
,6,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LU,8,15,3369,202306,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,4,2023,9,MINISTERO DELLA GIUSTIZIA,AP,10,0,3,202304,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA GIUSTIZIA
,12,2024,9,MINISTERO DELLA GIUSTIZIA,ce,14,7,21,202412,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA GIUSTIZIA
,3,2023,2,,BN,14,0,2,202303,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,12,2023,14,MINISTERO DELLA CULTURA,AG,18,2,0,202312,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA CULTURA
,12,2023,21,,AP,10,1,0,202312,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE DOGANE
,5,2023,,MINISTERO UNIVERSITA' E RICERCA,LO,3,1,0,202305,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,8,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,,,0,4,202408,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,,,22,AGENZIA DELLE ENTRATE,,18,5,2,202306,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE ENTRATE
,9,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,FI,8,9990,204,202409,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,2,2024,12,MINISTERO DELL'INTERNO,MI,3,4,9,202402,18-06-25,Operatore,,,MINISTERO DELL'INTERNO
,12,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,NU,19,32,1,202312,18.06.2025,Dirigente,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,10,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,OR,19,,6,202310,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,8,2023,14,MINISTERO DELLA CULTURA,PZ,16,2,4,202308,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA CULTURA
,2,2024,9,MINISTERO DELLA GIUSTIZIA,CS,17,2,11,202402,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA GIUSTIZIA
,8,2024,19,MINISTERO UNIVERSITA' E RICERCA,unknown,5,12,178,202408,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,,2023,15,AVVOCATURA GENERALE DELLO STATO,n.d.,14,0,2,202302,2025-06-18T16:15:20.148346,,,,AVVOCATURA GENERALE DELLO STATO
,5,2024,958,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO CENTRALE,RM,11,0,5,202405,2025-06-18T16:15:20.148346,Impiegato,,,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO CENTRALE
,12,2023,19,MINISTERO UNIVERSITA' E RICERCA,TO,1,93,33,202312,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,4,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CO,3,0,6,202304,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,3,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,TO,1,0,1,202303,2025-06-18T16:15:20.148346,Funzionario,,,ISPETTORATO NAZIONALE DEL LAVORO
,12,2023,19,MINISTERO UNIVERSITA' E RICERCA,RO,4,22,1,202312,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,12,2024,22,AGENZIA DELLE ENTRATE,CO,3,27,1,202412,2025-06-18T16:15:20.148346,Funzionario,,,AGENZIA DELLE ENTRATE
,8,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,PT,8,0,2,202408,2025-06-18T16:15:20.148346,,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,11,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,OR,19,60,9,202411,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,12,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,fm,10,21,3,202312,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,8,2024,12,MINISTERO DELL'INTERNO,CT,18,0,3,202410,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO
,8,2024,12,MINISTERO DELL'INTERNO,GR,8,0,2,202408,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'INTERNO
,10,2024,12,MINISTERO DELL'INTERNO,MS,8,0,1,202410,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO
,5,2022,14,MINISTERO DELLA CULTURA,PR,7,2,4,202405,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA CULTURA
,10,2021,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CA,19,0,3,202310,18-06-25,Operatore,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,12,2023,18,CORTE DEI CONTI,,15,0,2,202312,2025-06-18T16:15:20.148346,Dirigente,,,CORTE DEI CONTI
,7,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,SS,19,7,0,202407,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'ECONOMIA E FINANZE
,5,2023,12,MINISTERO DELL'INTERNO,RI,11,0,1,202305,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'INTERNO
,3,2023,21,AGENZIA DELLE DOGANE,VR,4,,1,202303,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA DELLE DOGANE
,5,2024,8017,AGENZIA DEL DEMANIO,PG,9,1,1,202405,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA DEL DEMANIO
,1,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,SV,6,1,0,202301,18.06.2025,Funzionario,,,MINISTERO DELL'ECONOMIA E FINANZE
,4,2023,9,MINISTERO DELLA GIUSTIZIA,TA,15,0,,202304,GIU 18 2025,Funzionario,,,MINISTERO DELLA GIUSTIZIA
,9,,23,AGENZIA PER LE EROGAZIONI IN AGRICOLTURA,RM,11,0,1,202309,2025-06-18T16:15:20.148346,Operatore,,,AGENZIA PER LE EROGAZIONI IN AGRICOLTURA
,7,2024,14,MINISTERO DELLA CULTURA,NO,1,2,0,202407,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA CULTURA
,11,2023,19,MINISTERO UNIVERSITA' E RICERCA,RM,11,845,282,202311,18.06.2025,Operatore,,,MINISTERO UNIVERSITA' E RICERCA
,10,2024,,GUARDIA DI FINANZA,RM,11,39,228,202410,2025-06-18T16:15:20.148346,Impiegato,,,GUARDIA DI FINANZA
,3,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,SS,19,0,1,202303,2025-06-18T16:15:20.148346,Impiegato,,,ISPETTORATO NAZIONALE DEL LAVORO
,10,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CB,13,0,1,202410,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,1,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LE,15,30,12,202401,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,1,2023,822,REGIONE LAZIO,VT,11,0,1,202301,2025-06-18T16:15:20.148346,Funzionario,,,REGIONE LAZIO
,11,,19,MINISTERO UNIVERSITA' E RICERCA,AQ,12,42,2,202311,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,8,2023,19,MINISTERO UNIVERSITA' E RICERCA,BI,1,32,348,202308,18.06.2025,,,,MINISTERO UNIVERSITA' E RICERCA
,1,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,RO,4,0,1,202401,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,2,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,MI,3,0,6,202302,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,-1,2023,14,MINISTERO DELLA CULTURA,VT,11,2,0,202306,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA CULTURA
,6,2024,10,MINISTERO DELLA SALUTE,PA,18,1,1,202406,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA SALUTE
,12,2024,22,AGENZIA DELLE ENTRATE,TE,12,13,,202412,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE ENTRATE
,9,2024,12,MINISTERO DELL'INTERNO,BT,15,1,2,,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO
,8,2024,19,MINISTERO UNIVERSITA' E RICERCA,TE,12,5,284,202408,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO UNIVERSITA' E RICERCA
,7,2024,18,CORTE DEI CONTI,BA,15,3,0,202407,2025-06-18T16:15:20.148346,Funzionario,,,CORTE DEI CONTI
,7,2024,8017,AGENZIA DEL DEMANIO,CA,19,0,1,202407,2025-06-18T16:15:20.148346,Operatore,,,AGENZIA DEL DEMANIO
,2,2023,19,MINISTERO UNIVERSITA' E RICERCA,TA,15,14,2,202302,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,5,2024,22,AGENZIA DELLE ENTRATE,FI,8,0,4,202405,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE ENTRATE
,,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,,7,3,6,202303,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,7,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,SR,,0,4,202407,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,12,2024,19,MINISTERO UNIVERSITA' E RICERCA,MC,10,10000,12000,202412,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,7,2024,9,MINISTERO DELLA GIUSTIZIA,AR,8,6,2,202407,2025-06-18T16:15:20.148346,,,,MINISTERO DELLA GIUSTIZIA
,1,2024,,MINISTERO DELL'INTERNO,FR,11,0,1,202401,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO
,,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,GE,6,0,,202311,GIU 18 2025,Operatore,,,ISPETTORATO NAZIONALE DEL LAVORO
,7,2024,959,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO,Pr,7,3,0,202407,2025-06-18T16:15:20.148346,,,,AUTORITA' DI BACINO DISTRETTUALE DEL FIUME PO
,6,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BA,15,2,9,202406,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,2,2023,867,AGENZIA ITALIANA DEL FARMACO - AIFA,RM,11,,2,202302,2025-06-18T16:15:20.148346,Impiegato,,,AGENZIA ITALIANA DEL FARMACO - AIFA
,8,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CL,18,0,2,202308,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,1,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,SU,19,87,15,202301,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,8,2024,19,MINISTERO UNIVERSITA' E RICERCA,LU,8,16,399,202408,2025-06-18T16:15:20.148346,Operatore,Verifica manuale,,MINISTERO UNIVERSITA' E RICERCA
,12,2023,14,MINISTERO DELLA CULTURA,Ts,5,18,4,202312,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA CULTURA
,10,2023,22,AGENZIA DELLE ENTRATE,CA,19,0,1,202310,2025-06-18T16:15:20.148346,Funzionario,,,AGENZIA DELLE ENTRATE
,9,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,SS,19,3984,24,202309,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,2,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LE,15,3,18,202302,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,12,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,SS,19,0,2,202412,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,12,2024,19,MINISTERO UNIVERSITA' E RICERCA,ME,18,70,50,202412,GIU 18 2025,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,12,2023,19,MINISTERO UNIVERSITA' E RICERCA,CO,3,11,4,202312,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO UNIVERSITA' E RICERCA
,3,2023,21,AGENZIA DELLE DOGANE,CO,3,4,0,202312,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE DOGANE
,9,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,RG,18,1,0,,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'ECONOMIA E FINANZE
,12,2023,19,MINISTERO UNIVERSITA' E RICERCA,VE,4,36,22,202312,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,9,2024,22,AGENZIA DELLE ENTRATE,AV,14,0,1,202409,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE ENTRATE
,6,2023,19,MINISTERO UNIVERSITA' E RICERCA,GR,8,4,642,202306,18/06/2025,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,8,2023,9,MINISTERO DELLA GIUSTIZIA,AR,8,0,1,202308,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA GIUSTIZIA
,4,2023,19,MINISTERO UNIVERSITA' E RICERCA,PT,8,4,3,202304,2025/06/18,Dirigente,,,MINISTERO UNIVERSITA' E RICERCA
,7,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CA,19,111,54,202407,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,10,2023,19,MINISTERO UNIVERSITA' E RICERCA,CE,,181,25,202310,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO UNIVERSITA' E RICERCA
,9,2023,,AGENZIA DELLE DOGANE,AQ,12,6,0,202309,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE DOGANE
,6,2024,15,AVVOCATURA GENERALE DELLO STATO,CL,18,0,1,,2025-06-18T16:15:20.148346,Operatore,,,AVVOCATURA GENERALE DELLO STATO
,6,2024,14,MINISTERO DELLA CULTURA,PG,9,2,2,202406,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA CULTURA
,9,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MT,16,1524,,202409,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,4,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BS,3,3,0,202304,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,6,2023,22,AGENZIA DELLE ENTRATE,BG,3,1,2,202306,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE ENTRATE
,10,2023,22,AGENZIA DELLE ENTRATE,FM,10,0,1,202310,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE ENTRATE
,2,2024,21,AGENZIA DELLE DOGANE,CT,18,0,1,202402,2025-06-18T16:15:20.148346,Operatore,,,AGENZIA DELLE DOGANE
,11,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,VI,4,2,0,202411,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
,3,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,nu,19,12,9,202403,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,8,2023,21,AGENZIA DELLE DOGANE,SP,6,0,1,202308,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE DOGANE
,2,2023,9,MINISTERO DELLA GIUSTIZIA,PO,8,0,2,202302,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO DELLA GIUSTIZIA
,7,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,LT,11,0,4,202307,2025-06-18T16:15:20.148346,,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,6,2024,19,MINISTERO UNIVERSITA' E RICERCA,LE,15,4,1071,202406,2025-06-18T16:15:20.148346,,,,MINISTERO UNIVERSITA' E RICERCA
,4,2023,19,MINISTERO UNIVERSITA' E RICERCA,BS,3,4,4,202304,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,12,2023,9,MINISTERO DELLA GIUSTIZIA,MC,10,2,2,202312,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO DELLA GIUSTIZIA
,4,2023,19,MINISTERO UNIVERSITA' E RICERCA,AN,,6,1,202304,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,6,2024,22,,BN,14,0,1,202406,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE ENTRATE
,2,2023,22,AGENZIA DELLE ENTRATE,VA,3,0,1,202302,2025-06-18T16:15:20.148346,Dirigente,,,AGENZIA DELLE ENTRATE
,5,2023,19,MINISTERO UNIVERSITA' E RICERCA,CA,19,5,4,202305,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
,2,2024,2020,ND,BZ,20,0,5,202402,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,5,2023,,MINISTERO UNIVERSITA' E RICERCA,CR,3,4,5,202305,2025-06-18T16:15:20.148346,Operatore,,,MINISTERO UNIVERSITA' E RICERCA
,,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,FM,10,0,1,202302,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
,10,2023,19,MINISTERO UNIVERSITA' E RICERCA,VR,4,254,33,202310,2025-06-18T16:15:20.148346,Funzionario,,,MINISTERO UNIVERSITA' E RICERCA
,1,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,TO,1,22,1,202309,2025-06-18T16:15:20.148346,,,,ISPETTORATO NAZIONALE DEL LAVORO
,12,2023,22,AGENZIA DELLE ENTRATE,SR,18,0,1,202312,2025-06-18T16:15:20.148346,,,,AGENZIA DELLE ENTRATE
,10,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LU,8,162,18,202310,2025-06-18T16:15:20.148346,Dirigente,,,MINISTERO DELL'ISTRUZIONE E DEL MERITO
,4,2023,14,?,SS,19,0,2,202304,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO DELLA CULTURA
,7,2023,19,MINISTERO UNIVERSITA' E RICERCA,unknown,1,44,17,202307,2025-06-18T16:15:20.148346,Impiegato,,,MINISTERO UNIVERSITA' E RICERCA
