mese,anno,codice_ente,descrizione_ente,provincia_sede,regione_sede,attivazioni,cessazioni,RATA,aggregation_time,qualifica,3descrizione
1,2023,8017,AGENZIA DEL DEMANIO,VE,10,0,1,202301,2025-06-18,Impiegato,AGENZIA DEL DEMANIO
7,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,RA,7,0,4,202407,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2024,9,MINISTERO DELLA GIUSTIZIA,CS,17,28,3,202407,2025-06-18,Unknown,MINISTERO DELLA GIUSTIZIA
8,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CH,10,0,1,202408,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
4,2024,12,MINISTERO DELL'INTERNO,PO,8,0,1,202409,2025-06-18,Impiegato,MINISTERO DELL'INTERNO
3,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CR,3,0,2,202403,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
4,2023,22,AGENZIA DELLE ENTRATE,BG,3,0,2,202304,2025-06-18,Unknown,AGENZIA DELLE ENTRATE
3,2024,22,AGENZIA DELLE ENTRATE,PD,4,1,0,202407,2025-06-18,Funzionario,AGENZIA DELLE ENTRATE
6,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,Unknown,14,1,0,202406,2025-06-18,Impiegato,MINISTERO DELL'ECONOMIA E FINANZE
1,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,TR,9,0,2,202301,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
1,2024,10,MINISTERO DELLA SALUTE,VA,3,0,1,202401,2025-06-18,Funzionario,MINISTERO DELLA SALUTE
2,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,IS,13,0,2,202402,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
12,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,SI,8,90,156,202412,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
2,2024,12,MINISTERO DELL'INTERNO,KR,17,0,1,202402,2025-06-18,Unknown,MINISTERO DELL'INTERNO
12,2024,19,MINISTERO UNIVERSITA' E RICERCA,PI,8,76,51,202412,2025-06-18,Funzionario,MINISTERO UNIVERSITA' E RICERCA
7,2023,19,MINISTERO UNIVERSITA' E RICERCA,VT,11,30,19,202307,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
10,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MI,3,3786,213,202310,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
2,2024,12,MINISTERO DELL'INTERNO,LT,11,1,2,202402,2025-06-18,Operatore,MINISTERO DELL'INTERNO
7,2023,974,AGENZIA INDUSTRIE DIFESA AID,ME,18,1,1,202307,2025-06-18,Dirigente,AGENZIA INDUSTRIE DIFESA AID
4,2023,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,BA,15,1,1,202304,2025-06-18,Operatore,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA
2,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MC,10,27,3,202402,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
4,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,RI,11,0,3,202304,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
9,2022,1,MINISTERO DELL'ECONOMIA E FINANZE,MO,7,0,2,202409,2025-06-18,Unknown,MINISTERO DELL'ECONOMIA E FINANZE
7,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,RI,11,0,2,202307,2025-06-18,Funzionario,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
1,2023,22,AGENZIA DELLE ENTRATE,CH,12,2,0,202306,2025-06-18,Funzionario,AGENZIA DELLE ENTRATE
4,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,CA,19,0,1,202404,2025-06-18,Funzionario,MINISTERO DELL'ECONOMIA E FINANZE
5,2024,22,AGENZIA DELLE ENTRATE,TS,5,0,2,202405,2025-06-18,Impiegato,AGENZIA DELLE ENTRATE
1,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,PA,18,2,4,202401,2025-06-18,Dirigente,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
6,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CZ,17,2,3,202306,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BR,15,2,4,202305,2025-06-18,Dirigente,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
9,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,LI,8,1,0,202309,2025-06-18,Dirigente,ISPETTORATO NAZIONALE DEL LAVORO
10,2024,9,MINISTERO DELLA GIUSTIZIA,NO,1,0,4,202410,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
4,2023,18,CORTE DEI CONTI,CZ,17,1,1,202304,2025-06-18,Dirigente,CORTE DEI CONTI
3,2023,21,AGENZIA DELLE DOGANE,AN,10,0,1,202303,2025-06-18,Funzionario,AGENZIA DELLE DOGANE
7,2024,21,AGENZIA DELLE DOGANE,LE,15,0,1,202407,2025-06-18,Operatore,AGENZIA DELLE DOGANE
9,2024,6,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,RM,11,2,28,202409,2025-06-18,Operatore,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA
10,2024,8017,AGENZIA DEL DEMANIO,RM,11,6,0,202410,2025-06-18,Unknown,AGENZIA DEL DEMANIO
7,2023,12,MINISTERO DELL'INTERNO,IS,13,0,3,202401,2025-06-18,Impiegato,MINISTERO DELL'INTERNO
2,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,RA,7,3,15,202402,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
6,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,AV,14,0,2,202306,2025-06-18,Dirigente,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
5,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,FG,15,0,1,202405,2025-06-18,Funzionario,ISPETTORATO NAZIONALE DEL LAVORO
1,2023,19,MINISTERO UNIVERSITA' E RICERCA,RM,11,346,188,202301,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
2,2024,19,MINISTERO UNIVERSITA' E RICERCA,Unknown,19,1,1,202402,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
4,2023,19,MINISTERO UNIVERSITA' E RICERCA,CA,19,3,0,202304,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
12,2023,9,MINISTERO DELLA GIUSTIZIA,LT,11,4,3,202312,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
12,2023,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,MI,3,0,2,202311,2025-06-18,Unknown,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY
10,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PE,12,375,30,202410,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
12,2023,3,MINISTERO DELLA DIFESA,LT,11,0,2,202312,2025-06-18,Dirigente,MINISTERO DELLA DIFESA
7,2024,14,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MS,8,33,30,202407,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
7,2024,19,MINISTERO UNIVERSITA' E RICERCA,RN,7,19,12,202407,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
4,2024,9,MINISTERO DELLA GIUSTIZIA,BS,3,1,7,202404,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
9,2023,22,AGENZIA DELLE ENTRATE,TP,10,0,1,202309,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
12,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,AN,10,2,0,202412,2025-06-18,Operatore,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
1,2023,8017,AGENZIA DEL DEMANIO,RM,11,6,3,202301,2025-06-18,Impiegato,AGENZIA DEL DEMANIO
6,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CR,3,0,1,202409,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2024,19,MINISTERO UNIVERSITA' E RICERCA,PD,10,82,58,202312,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
4,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,CS,10,0,1,202404,2025-06-18,Funzionario,ISPETTORATO NAZIONALE DEL LAVORO
2,2024,8017,AGENZIA DEL DEMANIO,SS,19,0,1,202402,2025-06-18,Dirigente,AGENZIA DEL DEMANIO
3,2024,12,MINISTERO DELL'INTERNO,SR,18,0,1,202403,2025-06-18,Dirigente,MINISTERO DELL'INTERNO
8,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,LC,3,0,1,202408,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
4,2024,12,MINISTERO DELL'INTERNO,BA,15,1,6,202404,2025-06-18,Dirigente,MINISTERO DELL'INTERNO
2,2024,6,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA,RM,11,22,56,202402,2025-06-18,Dirigente,MINISTERO DELL'AMBIENTE E DELLA SICUREZZA ENERGETICA
4,2023,19,MINISTERO UNIVERSITA' E RICERCA,VV,17,1,4,202312,2025-06-18,Impiegato,MINISTERO UNIVERSITA' E RICERCA
9,2024,21,AGENZIA DELLE DOGANE,CO,3,0,1,202404,2025-06-18,Funzionario,AGENZIA DELLE DOGANE
8,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,VT,11,51,1032,202308,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
8,2024,12,MINISTERO DELL'INTERNO,AN,10,0,3,202408,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
4,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,VR,4,1,3,202408,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
12,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,FG,15,93,120,202412,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
5,2024,966,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI,RM,11,3,5,202405,2025-06-18,Impiegato,ANSFISA - AGENZIA NAZIONALE PER LA SICUREZZA DELLE FERROVIE E DELLE INFRASTRUTTURE STRADALI E AUTOSTRADALI
9,2023,21,AGENZIA DELLE DOGANE,MI,3,27,1,202309,2025-06-18,Operatore,AGENZIA DELLE DOGANE
3,2023,9,MINISTERO DELLA GIUSTIZIA,PE,12,4,4,202303,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
6,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,FE,7,0,2718,202306,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
4,2024,12,MINISTERO DELL'INTERNO,PG,9,0,3,202411,2025-06-18,Impiegato,MINISTERO DELL'INTERNO
5,2024,12,MINISTERO DELL'INTERNO,FE,7,1,0,202405,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
5,2024,14,MINISTERO DELL'ISTRUZIONE E DEL MERITO,RA,7,837,12,202405,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
9,2024,14,AGENZIA DELLE DOGANE,Unknown,5,2,1,202409,2025-06-18,Unknown,AGENZIA DELLE DOGANE
2,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,NO,1,0,1,202402,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
6,2024,12,MINISTERO DELL'INTERNO,Unknown,8,1,2,202406,2025-06-18,Dirigente,MINISTERO DELL'INTERNO
3,2024,2020,Unknown,PU,10,0,1,202403,2025-06-18,Dirigente,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
9,2023,14,AVVOCATURA GENERALE DELLO STATO,PG,9,2,0,202309,2025-06-18,Dirigente,AVVOCATURA GENERALE DELLO STATO
11,2023,9,MINISTERO DELLA GIUSTIZIA,CO,3,0,2,202311,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
7,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,MT,16,0,1,202307,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
3,2022,21,AGENZIA DELLE DOGANE,RA,7,0,1,202403,2025-06-18,Impiegato,AGENZIA DELLE DOGANE
2,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,VI,4,0,1,202402,2025-06-18,Funzionario,ISPETTORATO NAZIONALE DEL LAVORO
11,2023,12,MINISTERO DELL'INTERNO,KR,17,1,4,202311,2025-06-18,Unknown,MINISTERO DELL'INTERNO
7,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,BG,10,174,111,202307,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
7,2023,21,AGENZIA DELLE DOGANE,RA,7,0,1,202404,2025-06-18,Dirigente,AGENZIA DELLE DOGANE
5,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,KR,17,192,3,202405,2025-06-18,Funzionario,MINISTERO DELL'ISTRUZIONE E DEL MERITO
12,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,BZ,20,0,1,202312,2025-06-18,Unknown,MINISTERO DELL'ECONOMIA E FINANZE
4,2024,9,MINISTERO DELLA GIUSTIZIA,SS,19,0,5,202404,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
6,2024,9,MINISTERO DELLA GIUSTIZIA,FR,11,34,2,202406,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
10,2023,9,MINISTERO DELLA GIUSTIZIA,CT,18,22,4,202410,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
6,2023,9,MINISTERO DELLA GIUSTIZIA,TP,18,1,6,202306,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
1,2023,3,MINISTERO DELLA DIFESA,RM,11,180,165,202301,2025-06-18,Unknown,MINISTERO DELLA DIFESA
10,2023,14,Unknown,TV,4,0,2,202310,2025-06-18,Unknown,MINISTERO DELLA CULTURA
12,2024,14,MINISTERO DELLA CULTURA,VR,4,0,2,202412,2025-06-18,Dirigente,MINISTERO DELLA CULTURA
8,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CN,1,150,2364,202408,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
12,2023,22,AGENZIA DELLE ENTRATE,PC,7,0,1,202312,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
9,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,na,14,4,4,202312,2025-06-18,Funzionario,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
7,2024,19,MINISTERO UNIVERSITA' E RICERCA,MO,7,82,47,202407,2025-06-18,Funzionario,MINISTERO UNIVERSITA' E RICERCA
1,2023,2020,Unknown,LI,8,0,2,202301,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
9,2023,19,MINISTERO UNIVERSITA' E RICERCA,VV,17,259,14,202309,2025-06-18,Funzionario,MINISTERO UNIVERSITA' E RICERCA
7,2023,19,MINISTERO UNIVERSITA' E RICERCA,IS,13,2,2,202307,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
10,2023,21,AGENZIA DELLE DOGANE,BO,7,3,4,202310,2025-06-18,Unknown,AGENZIA DELLE DOGANE
4,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,IM,6,0,339,202404,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
9,2023,14,MINISTERO DELLA CULTURA,VT,11,6,6,202309,2025-06-18,Impiegato,MINISTERO DELLA CULTURA
7,2024,22,AGENZIA DELLE ENTRATE,FI,8,0,2,202312,2025-06-18,Funzionario,AGENZIA DELLE ENTRATE
11,2023,9,MINISTERO DELLA GIUSTIZIA,IS,13,1,1,202311,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
8,2023,22,AGENZIA DELLE ENTRATE,PU,10,1,2,202308,2025-06-18,Impiegato,AGENZIA DELLE ENTRATE
9,2023,19,MINISTERO UNIVERSITA' E RICERCA,MB,3,2365,19,202309,2025-06-18,Impiegato,MINISTERO UNIVERSITA' E RICERCA
6,2023,22,AGENZIA DELLE ENTRATE,VI,10,3,3,202306,2025-06-18,Dirigente,AGENZIA DELLE ENTRATE
6,2024,25,ARCHIVI NOTARILI,CA,19,1,0,202406,2025-06-18,Impiegato,ARCHIVI NOTARILI
7,2024,9,MINISTERO DELLA GIUSTIZIA,SU,19,1,2,202407,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
12,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,MC,10,0,2,202312,2025-06-18,Unknown,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
5,2023,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,Unknown,14,0,1,202305,2025-06-18,Operatore,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA
1,2023,14,MINISTERO DELLA CULTURA,RC,17,4,0,202301,2025-06-18,Dirigente,MINISTERO DELLA CULTURA
12,2024,822,REGIONE LAZIO,RM,11,52,63,202412,2025-06-18,Unknown,REGIONE LAZIO
1,2024,22,AGENZIA DELLE ENTRATE,MO,7,1,0,202312,2025-06-18,Funzionario,AGENZIA DELLE ENTRATE
8,2023,14,Unknown,MT,16,0,2,202308,2025-06-18,Unknown,MINISTERO DELLA CULTURA
3,2023,19,MINISTERO UNIVERSITA' E RICERCA,VR,4,4,11,202303,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
6,2024,22,AGENZIA DELLE ENTRATE,MC,10,19,1,202406,2025-06-18,Dirigente,AGENZIA DELLE ENTRATE
10,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,SP,6,459,21,202410,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
3,2023,12,MINISTERO DELL'INTERNO,AO,10,0,1,202303,2025-06-18,Dirigente,MINISTERO DELL'INTERNO
7,2023,9,MINISTERO DELLA GIUSTIZIA,PA,18,1,9,202308,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
5,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,LI,8,0,5,202405,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
4,2024,12,MINISTERO DELL'INTERNO,TS,5,0,9,202404,2025-06-18,Operatore,MINISTERO DELL'INTERNO
10,2024,4,Unknown,TR,9,273,24,202410,2025-06-18,Funzionario,MINISTERO DELL'ISTRUZIONE E DEL MERITO
9,2023,9,MINISTERO DELLA GIUSTIZIA,AT,1,1,1,202309,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
1,2023,21,AGENZIA DELLE DOGANE,PD,4,0,1,202301,2025-06-18,Unknown,AGENZIA DELLE DOGANE
6,2024,9,MINISTERO DELLA GIUSTIZIA,MI,3,181,62,202406,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
4,2024,21,AGENZIA DELLE DOGANE,RM,10,3,9,202312,2025-06-18,Unknown,AGENZIA DELLE DOGANE
3,2023,22,AGENZIA DELLE ENTRATE,FI,8,0,1,202303,2025-06-18,Impiegato,AGENZIA DELLE ENTRATE
8,2024,9,MINISTERO DELLA GIUSTIZIA,AR,8,2,2,202403,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
7,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,PA,18,4,0,202410,2025-06-18,Operatore,MINISTERO DELL'ECONOMIA E FINANZE
3,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BT,15,0,2,202403,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
5,2023,18,CORTE DEI CONTI,FI,8,0,1,202305,2025-06-18,Dirigente,CORTE DEI CONTI
11,2023,9,MINISTERO DELLA GIUSTIZIA,GO,5,0,2,202307,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
9,2023,9,MINISTERO DELLA GIUSTIZIA,CO,3,0,1,202309,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
2,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BO,7,0,6,202401,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
2,2024,12,MINISTERO DELL'INTERNO,NU,19,1,0,202402,2025-06-18,Operatore,MINISTERO DELL'INTERNO
9,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LO,3,2367,18,202309,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
8,2023,22,Unknown,GE,6,0,3,202308,2025-06-18,Funzionario,AGENZIA DELLE ENTRATE
10,2024,4,Unknown,FM,10,207,18,202410,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
7,2024,19,MINISTERO UNIVERSITA' E RICERCA,PE,12,159,6,202405,2025-06-18,Funzionario,MINISTERO UNIVERSITA' E RICERCA
5,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MS,8,0,3,202305,2025-06-18,Funzionario,MINISTERO DELL'ISTRUZIONE E DEL MERITO
10,2023,14,MINISTERO DELLA CULTURA,SP,6,0,2,202310,2025-06-18,Funzionario,MINISTERO DELLA CULTURA
11,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,RI,11,0,2,202311,2025-06-18,Dirigente,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
3,2023,14,Unknown,CZ,17,0,2,202303,2025-06-18,Operatore,MINISTERO DELLA CULTURA
7,2024,22,AGENZIA DELLE ENTRATE,RM,11,262,176,202412,2025-06-18,Unknown,AGENZIA DELLE ENTRATE
1,2024,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,PD,4,1,1,202401,2025-06-18,Dirigente,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA
6,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MC,10,9,2496,202406,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
10,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,LC,3,0,1,202404,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2024,19,MINISTERO UNIVERSITA' E RICERCA,RM,11,384,261,202407,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
2,2024,12,MINISTERO DELL'INTERNO,LI,8,0,4,202411,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
1,2024,19,MINISTERO UNIVERSITA' E RICERCA,SR,18,15,348,202408,2025-06-18,Impiegato,MINISTERO UNIVERSITA' E RICERCA
12,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,FG,15,48,21,202312,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
9,2024,19,MINISTERO UNIVERSITA' E RICERCA,BN,14,427,45,202409,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
9,2024,19,MINISTERO UNIVERSITA' E RICERCA,MN,3,1737,60,202409,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
6,2024,9,MINISTERO DELLA GIUSTIZIA,AQ,12,1,7,202402,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
10,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,SA,14,906,111,202410,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
8,2024,12,MINISTERO DELL'INTERNO,BN,14,1,2,202409,2025-06-18,Operatore,MINISTERO DELL'INTERNO
5,2023,12,MINISTERO DELL'INTERNO,BG,3,0,1,202305,2025-06-18,Unknown,MINISTERO DELL'INTERNO
8,2023,9,MINISTERO DELLA GIUSTIZIA,TA,15,0,1,202308,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
10,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,PE,12,0,6,202310,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
10,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,MO,7,0,6,202310,2025-06-18,Dirigente,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
2,2024,12,MINISTERO DELL'INTERNO,SR,18,0,1,202402,2025-06-18,Unknown,MINISTERO DELL'INTERNO
3,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,VE,4,18,42,202403,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
11,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,AQ,10,0,4,202311,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
4,2023,19,MINISTERO UNIVERSITA' E RICERCA,OR,19,0,2,202304,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
10,2024,19,MINISTERO UNIVERSITA' E RICERCA,RG,18,1,6,202410,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
1,2023,974,AGENZIA INDUSTRIE DIFESA AID,FR,11,44,0,202301,2025-06-18,Unknown,AGENZIA INDUSTRIE DIFESA AID
12,2024,12,MINISTERO DELL'INTERNO,LE,15,0,2,202412,2025-06-18,Operatore,MINISTERO DELL'INTERNO
1,2023,963,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE,CE,14,1,2,202301,2025-06-18,Impiegato,AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO MERIDIONALE
9,2024,19,MINISTERO UNIVERSITA' E RICERCA,PZ,16,1003,16,202409,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
10,2023,14,Unknown,PA,18,1,10,202310,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
12,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,FE,7,0,2,202412,2025-06-18,Funzionario,ISPETTORATO NAZIONALE DEL LAVORO
11,2023,12,MINISTERO DELL'INTERNO,BO,7,1,1,202311,2025-06-18,Unknown,MINISTERO DELL'INTERNO
8,2023,9,MINISTERO DELLA GIUSTIZIA,FG,15,4,6,202312,2025-06-18,Unknown,MINISTERO DELLA GIUSTIZIA
