mese,anno,codice_ente,descrizione_ente,provincia_sede,regione_sede,attivazioni,cessazioni,RATA,aggregation_time,qualifica,3descrizione
6,2024,14,MINISTERO DELLA CULTURA,MI,10,18,6,202406,2025-06-18,Unknown,MINISTERO DELLA CULTURA
9,2023,14,MINISTERO DELLA CULTURA,BN,14,2,2,202309,2025-06-18,Funzionario,MINISTERO DELLA CULTURA
8,2024,9,MINISTERO DELLA GIUSTIZIA,CE,14,1,8,202408,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
11,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,SA,14,0,5,202411,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2023,21,Unknown,TO,1,0,1,202307,2025-06-18,Unknown,AGENZIA DELLE DOGANE
9,2023,19,MINISTERO UNIVERSITA' E RICERCA,OR,19,511,2,202309,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
1,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,TV,4,0,2,202401,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2023,19,MINISTERO UNIVERSITA' E RICERCA,AV,14,32,23,202407,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
3,2023,9,MINISTERO DELLA GIUSTIZIA,LO,3,1,1,202303,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
8,2023,9,MINISTERO DELLA GIUSTIZIA,FE,7,0,1,202308,2025-06-18,Unknown,MINISTERO DELLA GIUSTIZIA
10,2024,9,MINISTERO DELLA GIUSTIZIA,AV,14,1,4,202410,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
9,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,RG,18,1,0,202309,2025-06-18,Dirigente,MINISTERO DELL'ECONOMIA E FINANZE
7,2024,12,MINISTERO DELL'INTERNO,FC,7,1,2,202405,2025-06-18,Unknown,MINISTERO DELL'INTERNO
11,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,SR,18,273,27,202411,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
10,2024,22,AGENZIA DELLE ENTRATE,AT,1,0,2,202410,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
5,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,PC,7,1,6,202405,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
6,2023,22,AGENZIA DELLE ENTRATE,LC,3,1,1,202406,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
12,2023,25,ARCHIVI NOTARILI,TO,1,0,1,202312,2025-06-18,Impiegato,ARCHIVI NOTARILI
4,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,PD,4,0,2,202404,2025-06-18,Funzionario,MINISTERO DELL'ECONOMIA E FINANZE
8,2024,22,AGENZIA DELLE ENTRATE,LI,8,0,1,202411,2025-06-18,Dirigente,AGENZIA DELLE ENTRATE
7,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,MI,3,27,0,202307,2025-06-18,Impiegato,ISPETTORATO NAZIONALE DEL LAVORO
2,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,SI,8,0,1,202402,2025-06-18,Impiegato,ISPETTORATO NAZIONALE DEL LAVORO
2,2023,19,MINISTERO UNIVERSITA' E RICERCA,Unknown,14,76,24,202302,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
6,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,FR,11,1,2,202306,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
1,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,BR,15,0,2,202401,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
4,2023,22,AGENZIA DELLE ENTRATE,SR,18,3,0,202304,2025-06-18,Dirigente,AGENZIA DELLE ENTRATE
2,2023,9,MINISTERO DELLA GIUSTIZIA,RE,7,0,3,202302,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
3,2023,2020,Unknown,VR,4,0,4,202303,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
12,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,MC,10,4,0,202312,2025-06-18,Impiegato,MINISTERO DELL'ECONOMIA E FINANZE
11,2023,19,MINISTERO UNIVERSITA' E RICERCA,TP,18,122,10,202311,2025-06-18,Funzionario,MINISTERO UNIVERSITA' E RICERCA
10,2023,19,MINISTERO UNIVERSITA' E RICERCA,Unknown,18,60,10,202310,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
6,2023,9,MINISTERO DELLA GIUSTIZIA,VB,1,1,1,202306,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
11,2024,14,MINISTERO DELLA GIUSTIZIA,PO,8,9,2,202411,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
7,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,TS,5,2,1,202307,2025-06-18,Funzionario,ISPETTORATO NAZIONALE DEL LAVORO
2,2024,9,MINISTERO DELLA GIUSTIZIA,PT,8,1,2,202402,2025-06-18,Unknown,MINISTERO DELLA GIUSTIZIA
10,2023,14,MINISTERO DELLA CULTURA,RA,7,0,2,202310,2025-06-18,Funzionario,MINISTERO DELLA CULTURA
8,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CS,17,30,2580,202308,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
11,2023,971,ARPAL PUGLIA,FG,15,0,2,202311,2025-06-18,Unknown,ARPAL PUGLIA
4,2023,11,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE",CT,18,0,2,202304,2025-06-18,Unknown,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE"
11,2024,22,AGENZIA DELLE ENTRATE,RI,11,0,1,202411,2025-06-18,Unknown,AGENZIA DELLE ENTRATE
5,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,Unknown,14,3,3,202405,2025-06-18,Unknown,MINISTERO DELL'ECONOMIA E FINANZE
10,2023,15,AVVOCATURA GENERALE DELLO STATO,PA,18,0,1,202310,2025-06-18,Impiegato,AVVOCATURA GENERALE DELLO STATO
12,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,MS,8,22,3,202312,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
6,2023,14,MINISTERO DELL'INTERNO,TV,4,8,4,202306,2025-06-18,Unknown,MINISTERO DELL'INTERNO
3,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CR,3,0,2,202303,2025-06-18,Dirigente,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
11,2023,21,AGENZIA DELLE DOGANE,VT,11,1,0,202311,2025-06-18,Unknown,AGENZIA DELLE DOGANE
5,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,IM,6,1,3,202305,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
4,2023,14,MINISTERO DELLA CULTURA,BA,15,0,2,202304,2025-06-18,Operatore,MINISTERO DELLA CULTURA
10,2023,12,MINISTERO DELL'INTERNO,CN,1,7,1,202310,2025-06-18,Operatore,MINISTERO DELL'INTERNO
7,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,CE,14,96,93,202307,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
8,2024,14,MINISTERO DELLA DIFESA,RM,10,32,133,202408,2025-06-18,Dirigente,MINISTERO DELLA DIFESA
12,2023,14,MINISTERO DELLA CULTURA,MO,7,10,0,202312,2025-06-18,Funzionario,MINISTERO DELLA CULTURA
7,2024,12,MINISTERO DELL'INTERNO,PI,8,2,1,202312,2025-06-18,Unknown,MINISTERO DELL'INTERNO
7,2024,19,MINISTERO UNIVERSITA' E RICERCA,FC,7,81,11,202411,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
5,2023,12,MINISTERO DELL'INTERNO,MC,0,0,1,202305,2025-06-18,Dirigente,MINISTERO DELL'INTERNO
10,2024,2020,Unknown,GR,8,0,2,202410,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
6,2023,9,MINISTERO DELLA GIUSTIZIA,AV,14,0,7,202306,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
10,2023,14,CORTE DEI CONTI,RM,11,4,3,202310,2025-06-18,Unknown,CORTE DEI CONTI
11,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,Unknown,14,0,4,202411,2025-06-18,Dirigente,MINISTERO DELL'ECONOMIA E FINANZE
2,2023,5,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,RM,11,7,11,202302,2025-06-18,Operatore,PRESIDENZA DEL CONSIGLIO DEI MINISTRI
2,2024,4056,Unknown,RM,11,0,2,202402,2025-06-18,Dirigente,AGENZIA PER L'ITALIA DIGITALE
6,2024,9,MINISTERO DELLA GIUSTIZIA,TO,1,141,31,202312,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
1,2024,12,MINISTERO DELL'INTERNO,CH,12,0,1,202401,2025-06-18,Operatore,MINISTERO DELL'INTERNO
1,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,MO,7,33,18,202401,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
8,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,IS,13,0,1,202308,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
5,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,LO,3,366,6,202405,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
3,2023,4,Unknown,SP,6,3,6,202303,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
5,2023,19,MINISTERO UNIVERSITA' E RICERCA,TS,5,0,1,202305,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
12,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CH,12,0,1,202312,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2024,22,AGENZIA DELLE ENTRATE,BI,1,0,1,202405,2025-06-18,Unknown,AGENZIA DELLE ENTRATE
3,2021,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,Unknown,17,1,2,202303,2025-06-18,Unknown,MINISTERO DELL'ISTRUZIONE E DEL MERITO
6,2024,9,MINISTERO DELLA GIUSTIZIA,VC,1,6,3,202407,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
1,2023,14,MINISTERO DELLA CULTURA,TO,1,8,6,202301,2025-06-18,Unknown,MINISTERO DELLA CULTURA
6,2024,19,MINISTERO UNIVERSITA' E RICERCA,PV,3,4,1035,202406,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
9,2023,12,MINISTERO DELL'INTERNO,BO,7,3,2,202309,2025-06-18,Impiegato,MINISTERO DELL'INTERNO
6,2023,9,MINISTERO DELLA GIUSTIZIA,MN,3,1,1,202306,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
10,2023,14,MINISTERO DELLA CULTURA,KR,17,0,2,202310,2025-06-18,Funzionario,MINISTERO DELLA CULTURA
6,2024,21,AGENZIA DELLE DOGANE,MI,10,0,3,202406,2025-06-18,Funzionario,AGENZIA DELLE DOGANE
9,2024,22,AGENZIA DELLE ENTRATE,TS,5,4,1,202409,2025-06-18,Impiegato,AGENZIA DELLE ENTRATE
7,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,TR,9,0,5,202307,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
3,2023,9,MINISTERO DELLA GIUSTIZIA,MI,3,18,24,202303,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
10,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,Unknown,14,3,20,202310,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2023,19,MINISTERO UNIVERSITA' E RICERCA,SI,8,14,11,202307,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
1,2024,19,MINISTERO UNIVERSITA' E RICERCA,CS,17,151,16,202411,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
6,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,NO,1,0,3468,202306,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
5,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,MB,3,1,0,202305,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
9,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,NU,19,2242,69,202409,2025-06-18,Dirigente,MINISTERO DELL'ISTRUZIONE E DEL MERITO
6,2024,12,MINISTERO DELL'INTERNO,AV,14,1,0,202406,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
1,2023,12,MINISTERO DELL'INTERNO,PU,10,0,1,202301,2025-06-18,Operatore,MINISTERO DELL'INTERNO
3,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,AR,8,15,12,202303,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
5,2024,19,MINISTERO UNIVERSITA' E RICERCA,VE,4,522,9,202405,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
8,2024,19,MINISTERO UNIVERSITA' E RICERCA,RC,17,8,725,202312,2025-06-18,Funzionario,MINISTERO UNIVERSITA' E RICERCA
3,2024,12,MINISTERO DELL'INTERNO,PC,7,0,3,202403,2025-06-18,Dirigente,MINISTERO DELL'INTERNO
7,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,CT,18,0,2,202307,2025-06-18,Funzionario,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
2,2023,9,MINISTERO DELLA GIUSTIZIA,AV,14,8,2,202302,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
10,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CZ,17,0,2,202410,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
6,2023,12,Unknown,Unknown,12,1,1,202306,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
1,2023,9,MINISTERO DELLA GIUSTIZIA,Unknown,11,3,2,202301,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
4,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,AL,10,0,2,202404,2025-06-18,Operatore,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
8,2023,9,MINISTERO DELLA GIUSTIZIA,BR,15,0,1,202308,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
4,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,GE,6,2,4,202304,2025-06-18,Funzionario,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
7,2024,15,AVVOCATURA GENERALE DELLO STATO,RM,11,4,0,202403,2025-06-18,Impiegato,AVVOCATURA GENERALE DELLO STATO
7,2024,19,MINISTERO UNIVERSITA' E RICERCA,RI,11,2,1,202312,2025-06-18,Dirigente,MINISTERO UNIVERSITA' E RICERCA
12,2024,14,MINISTERO UNIVERSITA' E RICERCA,TV,10,143,182,202412,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
9,2024,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,FE,7,3342,57,202409,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
7,2024,4,Unknown,PE,12,30,30,202407,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
5,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,VA,3,0,3,202305,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
7,2023,9,MINISTERO DELLA GIUSTIZIA,AT,1,0,1,202307,2025-06-18,Funzionario,MINISTERO DELLA GIUSTIZIA
1,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,AN,10,1,0,202301,2025-06-18,Dirigente,ISPETTORATO NAZIONALE DEL LAVORO
5,2023,19,MINISTERO UNIVERSITA' E RICERCA,TA,15,1,4,202305,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
4,2024,1,MINISTERO DELL'ECONOMIA E FINANZE,SA,14,1,1,202404,2025-06-18,Unknown,MINISTERO DELL'ECONOMIA E FINANZE
2,2024,9,MINISTERO DELLA GIUSTIZIA,AP,10,1,4,202402,2025-06-18,Unknown,MINISTERO DELLA GIUSTIZIA
3,2024,9,MINISTERO DELLA GIUSTIZIA,MO,7,4,1,202403,2025-06-18,Impiegato,MINISTERO DELLA GIUSTIZIA
11,2022,1,MINISTERO DELL'ECONOMIA E FINANZE,PE,12,0,1,202311,2025-06-18,Funzionario,MINISTERO DELL'ECONOMIA E FINANZE
12,2024,9,MINISTERO DELLA GIUSTIZIA,CO,3,2,4,202412,2025-06-18,Unknown,MINISTERO DELLA GIUSTIZIA
4,2024,12,MINISTERO DELL'INTERNO,PE,12,0,1,202404,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
12,2023,28,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,FG,15,1,0,202312,2025-06-18,Dirigente,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA
4,2024,14,MINISTERO DELLA CULTURA,VT,11,10,0,202404,2025-06-18,Dirigente,MINISTERO DELLA CULTURA
12,2023,14,MINISTERO DELLA CULTURA,GE,6,30,8,202312,2025-06-18,Dirigente,MINISTERO DELLA CULTURA
1,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,OR,19,18,9,202301,2025-06-18,Operatore,MINISTERO DELL'ISTRUZIONE E DEL MERITO
9,2024,19,MINISTERO UNIVERSITA' E RICERCA,Unknown,4,2621,50,202409,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
11,2023,21,AGENZIA DELLE DOGANE,CT,18,0,1,202311,2025-06-18,Impiegato,AGENZIA DELLE DOGANE
12,2024,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,KR,17,0,2,202412,2025-06-18,Unknown,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
10,2024,19,MINISTERO UNIVERSITA' E RICERCA,FI,8,244,86,202410,2025-06-18,Impiegato,MINISTERO UNIVERSITA' E RICERCA
8,2024,22,AGENZIA DELLE ENTRATE,CO,10,0,3,202408,2025-06-18,Impiegato,AGENZIA DELLE ENTRATE
11,2023,9,Unknown,AL,1,0,4,202311,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
7,2024,9,MINISTERO DELLA GIUSTIZIA,IM,6,12,0,202407,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
3,2024,9,MINISTERO DELLA GIUSTIZIA,TS,5,3,2,202403,2025-06-18,Operatore,MINISTERO DELLA GIUSTIZIA
5,2024,21,AGENZIA DELLE DOGANE,AN,10,0,1,202312,2025-06-18,Impiegato,AGENZIA DELLE DOGANE
5,2023,9,MINISTERO DELLA GIUSTIZIA,BN,14,2,2,202305,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
8,2023,14,Unknown,Unknown,14,0,26,202308,2025-06-18,Impiegato,MINISTERO DELLA CULTURA
4,2023,12,MINISTERO DELL'INTERNO,MT,16,0,3,202304,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
6,2024,21,AGENZIA DELLE DOGANE,MC,10,1,1,202406,2025-06-18,Operatore,AGENZIA DELLE DOGANE
9,2024,12,MINISTERO DELL'INTERNO,TR,9,0,3,202409,2025-06-18,Unknown,MINISTERO DELL'INTERNO
6,2024,2020,Unknown,LC,10,35,1,202406,2025-06-18,Funzionario,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
12,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,CT,18,0,7,202312,2025-06-18,Dirigente,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
9,2024,971,ARPAL PUGLIA,Unknown,15,5,1,202409,2025-06-18,Unknown,ARPAL PUGLIA
9,2023,2,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,MT,16,0,4,202309,2025-06-18,Operatore,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI
6,2023,1,MINISTERO DELL'ECONOMIA E FINANZE,VI,4,0,1,202306,2025-06-18,Unknown,MINISTERO DELL'ECONOMIA E FINANZE
4,2024,19,MINISTERO UNIVERSITA' E RICERCA,SP,10,39,24,202412,2025-06-18,Impiegato,MINISTERO UNIVERSITA' E RICERCA
5,2023,950,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO,FI,8,2,0,202305,2025-06-18,Dirigente,AGENZIA ITALIANA PER LA COOPERAZIONE ALLO SVILUPPO
5,2022,12,MINISTERO DELL'INTERNO,CS,17,0,1,202305,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
5,2023,9,Unknown,Unknown,3,0,2,202305,2025-06-18,Unknown,MINISTERO DELLA GIUSTIZIA
12,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,AR,8,10,2,202312,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
11,2023,14,MINISTERO DELLA CULTURA,UD,5,2,0,202312,2025-06-18,Impiegato,MINISTERO DELLA CULTURA
7,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,VV,17,0,3,202307,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
9,2024,19,MINISTERO UNIVERSITA' E RICERCA,TO,1,9396,114,202409,2025-06-18,Funzionario,MINISTERO UNIVERSITA' E RICERCA
11,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,MN,3,0,3,202410,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
3,2023,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,RM,11,186,14,202303,2025-06-18,Impiegato,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY
4,2023,954,ISPETTORATO NAZIONALE DEL LAVORO,TO,1,2,3,202304,2025-06-18,Unknown,ISPETTORATO NAZIONALE DEL LAVORO
7,2024,17,Unknown,RM,11,33,12,202407,2025-06-18,Dirigente,CONSIGLIO DI STATO E T.A.R.
10,2023,9,MINISTERO DELLA GIUSTIZIA,BL,4,2,1,202310,2025-06-18,Dirigente,MINISTERO DELLA GIUSTIZIA
3,2024,22,AGENZIA DELLE ENTRATE,Unknown,17,3,1,202406,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
5,2024,22,AGENZIA DELLE ENTRATE,CL,18,0,2,202405,2025-06-18,Funzionario,AGENZIA DELLE ENTRATE
9,2023,14,MINISTERO DELLA CULTURA,RM,11,166,42,202309,2025-06-18,Operatore,MINISTERO DELLA CULTURA
7,2023,10,MINISTERO DELLA SALUTE,MI,3,1,0,202307,2025-06-18,Funzionario,MINISTERO DELLA SALUTE
4,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,Unknown,15,0,1,202404,2025-06-18,Impiegato,ISPETTORATO NAZIONALE DEL LAVORO
3,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,MS,8,0,4,202312,2025-06-18,Impiegato,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
10,2023,22,AGENZIA DELLE ENTRATE,GE,6,0,1,202312,2025-06-18,Unknown,AGENZIA DELLE ENTRATE
7,2023,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,FI,8,0,7,202303,2025-06-18,Operatore,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
2,2024,829,COMUNE DI MERCATO SAN SEVERINO,Unknown,14,0,1,202402,2025-06-18,Funzionario,COMUNE DI MERCATO SAN SEVERINO
7,2023,19,MINISTERO UNIVERSITA' E RICERCA,LU,8,28,24,202307,2025-06-18,Unknown,MINISTERO UNIVERSITA' E RICERCA
3,2023,14,MINISTERO DELLA CULTURA,TS,5,0,4,202303,2025-06-18,Funzionario,MINISTERO DELLA CULTURA
10,2022,12,MINISTERO DELL'INTERNO,RM,10,1,2,202410,2025-06-18,Funzionario,MINISTERO DELL'INTERNO
7,2024,2020,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.,FI,8,0,7,202411,2025-06-18,Unknown,MINISTERO DELL'INTERNO - DIPARTIMENTO DELLA P.S.
1,2024,22,AGENZIA DELLE ENTRATE,Unknown,11,49,47,202401,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
12,2023,12,Unknown,TS,5,4,3,202312,2025-06-18,Impiegato,MINISTERO DELL'INTERNO
2,2024,11,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE",AN,10,0,2,202402,2025-06-18,Operatore,"MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE"
9,2023,19,MINISTERO UNIVERSITA' E RICERCA,PO,8,881,2,202309,2025-06-18,Impiegato,MINISTERO UNIVERSITA' E RICERCA
4,2024,9,MINISTERO DELLA GIUSTIZIA,CN,1,0,2,202404,2025-06-18,Unknown,MINISTERO DELLA GIUSTIZIA
9,2024,25,ARCHIVI NOTARILI,SA,14,0,1,202409,2025-06-18,Dirigente,ARCHIVI NOTARILI
11,2023,14,MINISTERO DELLA CULTURA,RM,11,60,30,202311,2025-06-18,Funzionario,MINISTERO DELLA CULTURA
1,2023,25,ARCHIVI NOTARILI,AP,10,1,0,202301,2025-06-18,Funzionario,ARCHIVI NOTARILI
5,2023,4,MINISTERO DELL'ISTRUZIONE E DEL MERITO,SI,8,0,3,202305,2025-06-18,Impiegato,MINISTERO DELL'ISTRUZIONE E DEL MERITO
7,2024,22,AGENZIA DELLE ENTRATE,CR,3,0,2,202312,2025-06-18,Operatore,AGENZIA DELLE ENTRATE
12,2024,22,AGENZIA DELLE ENTRATE,RO,4,15,2,202412,2025-06-18,Unknown,AGENZIA DELLE ENTRATE
9,2024,13,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,RM,11,44,26,202409,2025-06-18,Dirigente,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY
8,2023,19,MINISTERO UNIVERSITA' E RICERCA,VC,1,3,386,202308,2025-06-18,Operatore,MINISTERO UNIVERSITA' E RICERCA
12,2024,954,ISPETTORATO NAZIONALE DEL LAVORO,MI,3,0,2,202412,2025-06-18,Impiegato,ISPETTORATO NAZIONALE DEL LAVORO
4,2024,19,MINISTERO UNIVERSITA' E RICERCA,Unknown,18,1,85,202404,2025-06-18,Impiegato,MINISTERO UNIVERSITA' E RICERCA
6,2023,12,MINISTERO DELL'INTERNO,RA,7,8,1,202306,2025-06-18,Operatore,MINISTERO DELL'INTERNO
